updateTimestamp,title,content,open,high,low,close,num_trds,Y_close_1,Y_close_3,Y_close_5,Y_close_10,Y_close_30,Y_close_60,Inverse_Y_close_1,Inverse_Y_close_3,Inverse_Y_close_5,Inverse_Y_close_10,Inverse_Y_close_30,Inverse_Y_close_60,sentiment_title,sentiment_content
2024-01-05 06:49:12,十年期收益率连续两日盘中升破4.0% 离岸人民币再度失守7.17创三周新低,“小非农”ADP就业公布后，美债收益率一度升10个基点，十年期收益率连续两日盘中升破4.0%；美元指数短线转涨，最终仍止步四连涨、跌离近三周高位。德法通胀升温，欧债收益率盘中升超10个基点。日元连日盘中跌超1%；离岸人民币盘中跌超200点，再度失守7.17创三周新低。,7.177,7.1774,7.177,7.1773,509.0,-6.966407980713019e-05,-5.573126384572635e-05,-0.0001393281596142,-0.0002507906873057,-0.0001532609755757,-0.0002089922394215,6.966893322925475e-05,5.573436999260568e-05,0.0001393475746553,0.0002508535990522,0.0001532844681028,0.0002090359263078,0.0,0.0
2024-01-05 09:16:48,人民币兑美元中间价报7.1029 下调32点,人民币兑美元中间价报7.1029，下调32点；上一交易日中间价7.0997，上一交易日官方收盘价7.1520，上日夜盘报收7.1620。,7.1756,7.1759,7.1743,7.1752,1054.0,-2.7873787490251267e-05,-0.0001672427249413,-0.0001672427249413,9.755825621593496e-05,-0.0004877912810792,-0.0001951165124317,2.7874564459937407e-05,0.000167270699749,0.000167270699749,-9.754873953101024e-05,0.0004880293375349,0.0001951545903148,0.0,0.0
2024-01-05 16:31:45,在岸人民币兑美元1月5日16:30收盘报7.1566，较上一交易日下跌46点,在岸人民币兑美元1月5日16:30收盘报7.1566，较上一交易日下跌46点。,7.1677,7.1684,7.167,7.1678,1099.0,4.1853846368455905e-05,-0.0001255615391053,-0.0002092692318423,-0.0001255615391053,-4.185384636834488e-05,-0.0006975641061413,-4.1852094697314245e-05,0.0001255773067852,0.0002093130346203,0.0001255773067852,4.185559818612102e-05,0.0006980510414921,0.0,0.0
2024-01-05 20:35:25,外汇局：坚决对顺周期、单边行为进行纠偏，保持人民币汇率在合理均衡水平上的基本稳定 ,2024年全国外汇管理工作会议1月4日至5日在京召开。会议强调，防范跨境资金流动风险。加强宏观审慎管理和预期引导，完善跨境资金流动监测预警和响应机制，坚决对顺周期、单边行为进行纠偏，保持人民币汇率在合理均衡水平上的基本稳定，维护国际收支基本平衡。,7.1625,7.1626,7.1624,7.1626,704.0,5.5845642643825855e-05,2.7922821321801905e-05,1.3961410660900953e-05,0.0,0.0007818389970122,0.0015776394046853,-5.584252408218163e-05,-2.7922041659621704e-05,-1.3961215742634644e-05,-0.0,-0.000781228202338,-0.0015751543790684,0.0,0.0
2024-01-08 09:16:22,人民币兑美元中间价报7.1006 上调23点,人民币兑美元中间价报7.1006，上调23点；上一交易日中间价7.1029，上一交易日官方收盘价7.1566，上日夜盘报收7.1460。,7.1606,7.1607,7.1593,7.1593,1021.0,-0.0001257106141661,-0.0003631639964801,-0.0003072926124062,-6.983923009229454e-05,-0.0004888746106462,0.00036316399648,0.0001257264193114,0.0003632959324829,0.000307387070182,6.984410795102032e-05,0.0004891137259286,-0.0003630321562713,0.0,0.0
2024-01-08 16:33:01,在岸人民币兑美元1月8日16:30收盘报7.1599，较上一交易日下跌33点,在岸人民币兑美元1月8日16:30收盘报7.1599，较上一交易日下跌33点。,7.1702,7.1703,7.1691,7.1692,873.0,1.3948557719078993e-05,8.369134631491804e-05,0.0001394855771914,0.0001813312503486,0.0001673826926296,0.0006695307705184,-1.3948363159530374e-05,-8.368434265961537e-05,-0.0001394661236786,-0.0001812983752876,-0.0001673546803525,-0.0006690827989965,0.0,0.0
2024-01-09 06:41:19,十年期美债收益率再度下破4%,十年期美债收益率下破4.0%、一度回落10个基点，远离三周高位。美元指数跌离三周高位；离岸人民币盘中跌200点失守7.17，后曾转涨。,7.1656,7.1657,7.1655,7.1655,445.0,0.0,2.7911520480206065e-05,4.186728072008705e-05,5.582304096019009e-05,-2.791152047998402e-05,-0.0002372479240806,-0.0,-2.7910741448974495e-05,-4.186552792427695e-05,-5.581992492223476e-05,2.7912299554704683e-05,0.0002373042240151,0.0,0.0
2024-01-09 09:16:15,人民币兑美元中间价报7.1010 下调4点,人民币兑美元中间价报7.1010，下调4点；上一交易日中间价7.1006，上一交易日官方收盘价7.1599，上日夜盘报收7.1529。,7.1626,7.1646,7.1626,7.1646,992.0,-2.7915026658886788e-05,-5.5830053317662554e-05,-0.0001814476732826,-0.0002372777266003,6.978756664710595e-05,0.0002791502665884,2.791580592935351e-05,5.583317048654771e-05,0.0001814806025157,0.0002373340406819,-6.97826966825104e-05,-0.0002790723634637,0.0,0.0
2024-01-09 16:34:28,在岸人民币兑美元收盘报7.1590，较上一交易日上涨9点,在岸人民币兑美元收盘报7.1590，较上一交易日上涨9点。,7.1708,7.1708,7.1705,7.1706,809.0,2.789166875838411e-05,8.367500627559643e-05,0.0001255125094132,-0.0002370791844477,-0.0001394583437928,-0.0001255125094135,-2.7890890834895572e-05,-8.366800535472331e-05,-0.0001254967580002,0.0002371354043159,0.0001394777951351,0.000125528264781,0.0,0.0
2024-01-10 06:46:32,美元指数反弹 离岸人民币失守7.18至近四周来低位,十年期美债收益率重上4%，但盘中转降，继续脱离三周高位。汇市方面，美元指数有所反弹，但还未逼近上周五所创的三周高位；多种非美货币回落，离岸人民币继上周五之后再度盘中失守7.18，跌至近四周来低位。,7.1843,7.1855,7.1842,7.1843,578.0,-1.3919240566373505e-05,-1.3919240566373505e-05,-1.3919240566373505e-05,-4.175772169867642e-05,8.351544339735284e-05,5.567696226482788e-05,1.3919434314328273e-05,1.3919434314328273e-05,1.3919434314328273e-05,4.175946547881417e-05,-8.35084691505243e-05,-5.5673862513285586e-05,0.0,0.0
2024-01-10 07:19:43,1.10盘前要点—港A美股你需要关注的大事都在这,"国际要闻：
1、美股涨跌不一 英伟达再创新高 中概股指连跌四日；
2、美元指数反弹 离岸人民币失守7.18至近四周来低位；
3、黑客“假传圣旨”宣布现货ETF获批，比特币拉升后跳水超2000美元；
4、巴以冲突外溢风险增加 美油一度涨超3%；
5、联合国报告：2024年全球经济增长将放缓至2.4%；
6、世界银行：预计2024年全球GDP增长2.4%；
7、美国航天局可能推迟载人登月计划；
8、德国工业联合会：政府必须采取措施保护红海受威胁航线 包括军事手段；
9、航运公司赫伯罗特：红海局势仍危险，将继续绕行好望角；
10、波罗的海干散货运价指数创近七周以来的新低；
11、波音公司12月获得369架飞机订单，创历史新高；
12、外媒：亚马逊推出可与苹果AirPlay相媲美的视频流媒体功能；
13、特斯拉下调部分X、S、Y、3车型的续航里程预估；
14、英特尔旗下自动驾驶公司发布DXP操作系统。
大中华区要闻：
1、中国科学院预测科学研究中心：预计2024年我国GDP增速为5.3%左右；
2、王毅谈2023中美关系：经过艰苦努力，实现止跌企稳；
3、清华大学专家：建议政府在全国范围内发放1万亿消费券；
4、台湾12月出口同比11.8%，远超预期；
5、全球船舶订单纷至沓来，交付时间排到2028年；
6、工信部：拟定到2027年，制定云计算国家标准和行业标准达50项以上；
7、乙流来袭？有平台奥司他韦销售额大增；
8、南下资金连续10日加仓中海油，连续11日加仓中国移动；
9、北上资金加仓中国中免、比亚迪分别超3亿元；
10、阿里巴巴减持快狗打车，持股比例降至7.93%；
11、科大讯飞拟分拆医疗业务在港交所主板上市；
12、天津建设发展(2515.HK)处于申购期；博隆技术(603325.SH)今日上市；
13、公告精选︱中远海控：2023年度归母净利预减约78.25%至238.59亿元；思进智能：公司并无人形机器人相关直接业务订单。",7.1847,7.1847,7.1846,7.1847,440.0,-1.3918465628481869e-05,-2.7836931256741693e-05,8.351079377000303e-05,-5.567386251337236e-05,6.959232814174321e-05,-0.0002644508469386,1.3918659354863692e-05,2.7837706173054776e-05,-8.350382029968699e-05,5.567696226491466e-05,-6.958748538662562e-05,0.0002645207996881,0.0,0.0
2024-01-10 09:16:05,人民币兑美元中间价报7.1055 下调45点,人民币兑美元中间价报7.1055，下调45点；上一交易日中间价7.1010，上一交易日官方收盘价7.1590，上日夜盘报收7.1688。,7.1837,7.1837,7.1826,7.1828,817.0,9.745503146407763e-05,0.000125299326168,2.784429470392702e-05,0.000292365094392,0.0005708080414321,-0.000153143620872,-9.74455349064073e-05,-0.0001252836282138,-2.7843519420766673e-05,-0.0002922796420268,-0.0005704824054876,0.0001531670774328,0.0,0.0
2024-01-10 16:31:23,在岸人民币兑美元1月10日16:30收盘报7.1704，较上一交易日下跌114点,在岸人民币兑美元1月10日16:30收盘报7.1704，较上一交易日下跌114点。,7.1833,7.1833,7.1831,7.1832,749.0,8.352823254242914e-05,0.0001252923488137,0.0001252923488137,0.0004037197906225,0.0001948992092659,-0.0003897984185322,-8.352125615952242e-05,-0.0001252766526076,-0.0001252766526076,-0.0004035568667288,-0.0001948612309661,0.0003899504205895,0.0,0.0
2024-01-11 06:40:31,十年期美债收益率重上4% 离岸人民币跌至7.19附近,十年期美债收益率小幅回升，重上4%。美元指数回落。离岸人民币盘中跌超百点、四周以来首次向下逼近7.19。,7.1848,7.1848,7.1847,7.1848,925.0,0.0,-1.3918271907331636e-05,-1.3918271907331636e-05,-5.567308762943757e-05,1.3918271907220614e-05,-0.0002226923505177,-0.0,1.3918465628320783e-05,1.3918465628320783e-05,5.56761872946917e-05,-1.3918078191623918e-05,0.0002227419534469,0.0,0.0
2024-01-11 09:17:09,人民币兑美元中间价报7.1087 下调32点,人民币兑美元中间价报7.1087，下调32点；上一交易日中间价7.1055，上一交易日官方收盘价7.1704，上日夜盘报收7.1724。,7.1761,7.1762,7.1753,7.1753,775.0,-1.3936699510774808e-05,-1.3936699510774808e-05,0.0002090504926623,0.000390227586303,-0.0003344807882597,-0.0010591891628224,1.3936893745075049e-05,1.3936893745075049e-05,-0.0002090067996879,-0.0003900753681336,0.0003345927030907,0.0010603122340499,0.0,0.0
2024-01-11 16:32:21,在岸人民币兑美元1月11日16:30收盘报7.1594，较上一交易日上涨110点,在岸人民币兑美元1月11日16:30收盘报7.1594，较上一交易日上涨110点。,7.168,7.1682,7.1679,7.1682,753.0,0.0,-4.185151083946348e-05,-4.185151083946348e-05,5.5802014452766e-05,0.0004324656120084,0.0005719706481404,-0.0,4.185326246173106e-05,4.185326246173106e-05,-5.579890076169925e-05,-0.0004322786663504,-0.0005716436847315,0.0,0.0
2024-01-12 06:51:09,日元跌至一个月来低位 离岸人民币逼近四周低位,"CPI公布后，十年期美债收益率一度升10个基点重上4.0%，后转降，30年期美债标售后下破4.0%。
CPI后美元指数跳涨，日元转跌至一个月来低位。离岸人民币一度涨超200点收复7.17，后曾失守7.18逼近四周低位。",7.1747,7.1747,7.1746,7.1746,457.0,1.3938059264528846e-05,2.7876118529279736e-05,2.7876118529279736e-05,-1.3938059264639868e-05,-0.0002787611852925,-0.0007387171410252,-1.3937864997740487e-05,-2.7875341472956793e-05,-2.7875341472956793e-05,1.393825353684371e-05,0.0002788389147589,0.0007392632474578,0.0,0.0
2024-01-12 07:08:49,1.12盘前要点—港A美股你需要关注的大事都在这,"国际要闻：
1、美股三大指数几乎平收 比特币ETF首秀冲高回落 英伟达续创新高；
2、比特币上冲4.9万美元创两年新高后跌落至4.6万美元；
3、日元跌至一个月来低位 离岸人民币逼近四周低位；
4、美联储梅斯特：三月降息可能为时过早；
5、欧洲央行行长拉加德：利率已达峰值 数据确认通胀路径后可开始降息；
6、伊朗称在阿曼海域扣押一艘美国油轮；
7、哈马斯称在加沙地带停火前不会开启谈判；
8、马士基：红海航道的中断可能会持续数月；
9、德国研究机构：红海航运中断导致世界贸易额在12月份下降1.3%；
10、阿根廷12月份通胀率高达211% 创三十年来最高；
11、FDA：Wegovy等减肥药与自杀念头无关；
12、特斯拉：柏林工厂将因红海危机停产两周；
13、美国联邦航空管理局宣布对波音公司的产品质量管控展开调查。
大中华区要闻：
1、高盛、瑞银、大摩等国际巨头喊话：“高配”A股；
2、监管召集机构会议 鼓励基金销售机构加大权益类产品销售力度；
3、中共中央、国务院：全面推进美丽中国建设；
4、中共中央 国务院：到2027年新增汽车中新能源汽车占比力争达到45%；
5、教育部：坚决打击违规“黑竞赛”，所有竞赛结果均被禁止作为中小学生招生入学依据和考试加分项目；
6、北上资金加仓比亚迪7亿元，减仓隆基绿能5.5亿元；
7、南下资金连续7日减仓腾讯，共计44.85亿港元；
8、腾讯大股东Prosus：持有腾讯23.6亿股，市值847亿美元；
9、大华股份：2023年净利同比预增217%；
10、经纬天地(2477.HK)今日上市；
11、公告精选︱中科飞测：预计2023年净利润同比增长860.66%至1278.34%。",7.1746,7.1746,7.1745,7.1746,424.0,0.0,0.0,0.0,-0.0002508850667632,-0.000557522370585,-0.0007665932595545,-0.0,-0.0,-0.0,0.0002509480258755,0.0005578333751707,0.0007671813756259,0.0,0.0
2024-01-12 09:17:31,人民币兑美元中间价报7.1050，上调37点,人民币兑美元中间价报7.1050，上调37点。,7.1732,7.1738,7.1732,7.1738,737.0,-1.3939613593860756e-05,-6.969806796952582e-05,0.0001812149767208,4.181884078180431e-05,-0.0005575845437564,-0.000766678747665,1.3939807909396586e-05,6.970292612880882e-05,-0.0001811821438028,-4.181709203949035e-05,0.0005578956177299,0.0007672669949638,0.0,0.0
2024-01-12 16:31:19,在岸人民币兑美元1月12日16:30收盘报7.1622，较上一交易日下跌28点,在岸人民币兑美元1月12日16:30收盘报7.1622，较上一交易日下跌28点。,7.1723,7.1734,7.1721,7.1722,1056.0,4.182816987818861e-05,-0.0001673126795125,-1.3942723292692529e-05,2.7885446585385058e-05,-0.0002649117425616,-9.759906304906972e-05,-4.182642035557258e-05,0.0001673406777297,1.394291769493584e-05,-2.7884669008936858e-05,0.0002649819393889,9.760858955595594e-05,0.0,0.0
2024-01-15 09:16:54,人民币兑美元中间价报7.1084 下调34点,人民币兑美元中间价报7.1084，下调34点；上一交易日中间价7.1050，上一交易日官方收盘价7.1622，上日夜盘报收7.1690。,7.1885,7.1903,7.1885,7.1903,1107.0,-4.172287665316077e-05,-4.172287665316077e-05,-0.0005841202731458,-0.0005006745198391,-0.0005841202731458,-0.0009874414141273,4.1724617524231134e-05,4.1724617524231134e-05,0.0005844616690555,0.0005009253203834,0.0005844616690555,0.0009884174184207,0.0,0.0
2024-01-15 16:34:26,外汇局：2023年银行累计结汇155336亿元,国家外汇管理局统计数据显示，2023年12月，银行结汇14348亿元人民币，售汇14658亿元人民币。2023年1-12月，银行累计结汇155336亿元人民币，累计售汇160571亿元人民币。按美元计值，2023年12月，银行结汇2020亿美元，售汇2063亿美元。2023年1-12月，银行累计结汇22062亿美元，累计售汇22795亿美元。,7.1877,7.1878,7.1871,7.1871,862.0,-6.956908906230463e-05,8.348290687476556e-05,-4.174145343738278e-05,-0.0001113105424997,0.0003478454453118,0.0004452421699989,6.957392925718554e-05,-8.347593806080214e-05,4.174319585904906e-05,0.0001113229339159,-0.0003477244909314,-0.0004450440176348,0.0,0.0
2024-01-15 16:40:47,外汇局：2023年我国外汇储备全年稳定在3.1万亿美元以上,格隆汇1月15日丨国家外汇管理局副局长、新闻发言人王春英就2023年外汇收支形势答记者问。2023年我国外汇市场运行稳中向好、表现出较强韧性。人民币汇率双向波动，11月以来企稳回升，在合理均衡水平上保持基本稳定，汇率预期总体平稳；国际收支保持基本平衡，外汇储备全年稳定在3.1万亿美元以上。2023年12月我国跨境资金流动更趋均衡，外汇交易保持理性有序。一是跨境收支呈现顺差，2023年12月企业、个人等非银行部门跨境收支顺差141亿美元，四季度以来逐月改善态势进一步巩固；二是银行结售汇基本平衡，12月银行结汇和售汇规模基本相当；三是企业等主体结汇和购汇意愿相对稳定。12月结汇率（客户向银行卖出外汇与客户涉外外汇收入之比）和购汇率（客户从银行买汇与客户涉外外汇支出之比）均与2023年前11个月的月均水平基本一致。,7.1868,7.1868,7.1859,7.1859,822.0,1.391614133239294e-05,5.566456532934971e-05,6.958070666152061e-05,6.958070666152061e-05,0.0005566456532932,0.0005288133706284,-1.3915947676098306e-05,-5.5661466957985904e-05,-6.957586552363089e-05,-6.957586552363089e-05,-0.000556335971293,-0.0005285338748486,0.0,0.0
2024-01-15 16:40:52,外汇局：外资投资中国市场和配置人民币资产意愿稳步提升,格隆汇1月15日丨国家外汇管理局副局长、新闻发言人王春英表示，外资投资中国市场和配置人民币资产意愿稳步提升，近几个月外资持续净增持境内债券，11月净增持规模为历史次高值，12月进一步净增持245亿美元，继续处于近两年高位；12月外商直接投资资本金净流入明显增加，净流入规模超百亿美元。,7.1868,7.1868,7.1859,7.1859,822.0,1.391614133239294e-05,5.566456532934971e-05,6.958070666152061e-05,6.958070666152061e-05,0.0005566456532932,0.0005288133706284,-1.3915947676098306e-05,-5.5661466957985904e-05,-6.957586552363089e-05,-6.957586552363089e-05,-0.000556335971293,-0.0005285338748486,0.0,0.0
2024-01-15 16:41:23,国家外汇局：12月外商直接投资资本金净流入明显增加，净流入规模超百亿美元,国家外汇管理局副局长、新闻发言人王春英就2023年外汇收支形势答记者问。从主要渠道看，货物贸易保持较高规模资金净流入，近期外资来华投资呈现积极向好态势。首先，货物贸易继续发挥稳定跨境资金流动的基本盘作用，2023年12月货物贸易项下跨境资金净流入规模同比、环比分别增长12%和37%。其次，外资投资中国市场和配置人民币资产意愿稳步提升，近几个月外资持续净增持境内债券，11月净增持规模为历史次高值，12月进一步净增持245亿美元，继续处于近两年高位；12月外商直接投资资本金净流入明显增加，净流入规模超百亿美元。,7.1859,7.1861,7.1857,7.186,829.0,1.391594767596871e-05,4.174784302812817e-05,5.566379070409688e-05,5.566379070409688e-05,0.0004453103256332,0.0005288060116894,-1.3915754025063826e-05,-4.174610021848922e-05,-5.566069241896363e-05,-5.566069241896363e-05,-0.0004451121126134,-0.0005285265236864,0.0,0.0
2024-01-16 06:42:48,美元指数两连涨 离岸人民币一度失守7.19,德债收益率回升，十年期德债收益率盘中逼近四周高位。到往常周一美股收盘时，美元指数处于102.5上方报102.586，日内涨近0.2%，连续两个交易日上涨。离岸人民币一度失守7.19、逼近四周低位后转涨。,7.1862,7.1863,7.1861,7.1862,451.0,-1.3915560379662573e-05,0.0,-2.7831120759325145e-05,-1.3915560379662573e-05,2.78311207591031e-05,-4.1746681138876696e-05,1.3915754025177938e-05,-0.0,2.7831895352165657e-05,1.3915754025177938e-05,-2.783034620937698e-05,4.174842399702135e-05,0.0,0.0
