title,updateTimestamp,content,relatedStocks,relatedInfos,date,trade_date
分析师：日本央行料仍会控制10年期日债收益率的升高,2024-03-19 13:56:42,格隆汇3月19日｜Barrenjoey首席利率策略师Andrew lilley表示，日本的负利率政策并非以“砰”的一声的方式突然结束，而是渐进式地进行。实际上，如果10年期日本国债收益率接近1%，预计日本央行将在必要时继续买入，他们仍有可能继续减缓10年期日本国债收益率的上升。目前日本负债累累，它不可能允许10年期国债收益率远高于1%。,JPY,,2024-03-19 05:56:42,20240320
瑞穗银行：日元贬值的趋势可能会继续下去,2024-03-19 14:18:41,格隆汇3月19日丨瑞穗银行首席日本策略师Shoki Omori表示，他们预计日元贬值的趋势将持续下去。日元仍然是一种融资货币，可能会继续被用于套利交易。美元兑日元超过150是可以想象的，但大幅上涨似乎不太可能，有关当局是否会允许这种势头的上涨令人怀疑。他们认为该货币对将徘徊在150附近，此后根据美国经济和利率的情况，它可能会下降。,JPY,,2024-03-19 06:18:41,20240320
德国商业银行：只有日本央行暗示进一步加息，日元才会获益,2024-03-19 16:03:35,格隆汇3月19日｜德国商业银行表示，日本央行结束负利率，但仍令人失望。象征性地退出负利率政策不太可能为日元带来多大提振。毕竟，负利率政策已经出现过多次例外，而且最近一次加息也只有几个基点。只有当日本央行暗示将进一步加息（这将预示着一个真正的加息周期）时，日元才会更加受益。在过去几周的声明之后，任何其他因素都已被定价。,JPY,,2024-03-19 08:03:35,20240320
美元兑日元涨超1%,2024-03-19 17:36:03,格隆汇3月19日丨日本央行利率决议公布后，美元兑日元USD/JPY继续上涨，日内涨超1%，势创自2月初以来最大单日涨幅，现报150.63。,JPY,,2024-03-19 09:36:03,20240320
,2024-03-19 17:55:28,格隆汇3月19日｜日元兑美元扩大跌幅至1%，接近年内低点。,JPY,,2024-03-19 09:55:28,20240320
金价小幅下滑，市场焦点转向美联储决议,2024-03-19 18:41:20,格隆汇3月19日｜在日本央行结束全球最后的负利率政策后，金价小幅走低，而交易员们则期待着本周美国和英国央行的关键决定。金价一度下跌0.6%，逆转了周一的涨幅，而美元则小幅走高。不过，自2月中旬以来金价大幅上涨，目前仍接近历史最高水平，这在一定程度上是由于市场预期美联储即将降息。投资者还将关注美联储最新的季度预测，该预测可能会揭示美联储在上周强劲的经济数据之后是否愿意延长高利率环境。,JPY,,2024-03-19 10:41:20,20240320
,2024-03-20 00:41:06,格隆汇3月20日｜美元兑日元USD/JPY再次触及四个月来高位，最高至150.92，日内上涨1.16%。,JPY,,2024-03-19 16:41:06,20240320
美元指数在美联储决议声明前夕涨超0.2%，日元在日本央行结束YCC当天跌超1.1%,2024-03-20 06:21:30,格隆汇3月20日｜周二（3月19日）纽约尾盘，ICE美元指数涨0.23%，报103.820点。彭博美元指数涨0.23%，报1240.63点，日内交投区间为1237.31-1242.86点。美元兑日元上涨1.14%，报150.85点。欧元兑美元跌0.08%全天V型走势最低触及1.0835，英镑兑美元跌0.06%全天V型走势最低触及1.2668，美元兑瑞郎大致持平。,JPY,,2024-03-19 22:21:30,20240320
,2024-03-20 07:47:02,格隆汇3月20日｜欧元兑日元升至163.955，创下去年11月以来的最高水平。,JPY,,2024-03-19 23:47:02,20240320
,2024-03-20 08:05:29,格隆汇3月20日｜美元兑日元USD/JPY短线上扬近20点，报151.19。,JPY,,2024-03-20 00:05:29,20240320
日元兑欧元跌至2008年以来最低水平,2024-03-20 08:21:12,格隆汇3月20日｜受市场对日本央行政策押注影响，日元兑欧元跌至2008年以来最低水平。日元兑美元短线走低，目前报151.32。昨日，日本央行历史性转变，结束负利率和YCC政策，取消对日股ETF和Reits的购买。,JPY,,2024-03-20 00:21:12,20240320
中信证券：日本央行短端目标利率或将在年底达到0.5%左右,2024-03-20 08:21:33,格隆汇3月20日｜中信证券研报指出，日本央行在3月货币政策会议大幅修改货币政策框架，结束负利率及YCC政策，停止购买ETF和J-REITs，撤销通胀超调承诺，未来将以短端利率为首要政策工具，本次会议决定日元无担保隔夜拆借利率目标区间为0%~0.1%。日本央行已对通胀前景有充分把握，且退出宽松政策未引发市场恐慌。我们认为本次会议后日本央行政策利率还存在进一步上调的可能性，短端目标利率或将在年底达到0.5%左右，美日利差还有进一步缩窄的空间，但日元套息交易在年内大幅逆转的概率或较小。,JPY,,2024-03-20 00:21:33,20240320
